352;02867-532;M;94;njaxptxut;053.374.883-38;
388;04524-586;M;20;isgvlhopk;713.624.604-51;
344;04851-669;M;43;bingfrfqc;260.381.601-82;
361;04906-660;M;5;qsdwtaxlv;380.429.437-72;
390;05463-726;F;2;dbthaszvw;184.787.093-18;
346;06046-045;M;74;zqswpnoxu;902.812.714-80;
335;06083-168;M;26;cojkquyua;681.034.138-15;
317;06250-883;F;95;rqinknfuy;353.897.394-04;
370;06269-947;F;53;hhahfyxxo;615.200.928-57;
318;07173-516;M;69;jowcxzylu;578.393.778-76;
379;08400-307;F;36;piiwcyejj;405.865.781-35;
328;09036-639;M;42;ghfucuvmv;457.097.242-21;
326;11761-303;M;96;rsaiyygwb;043.741.387-34;
312;14589-472;M;5;pslpczxeu;599.059.471-43;
304;15026-545;M;43;bsmygljuz;729.433.453-75;
366;15071-932;F;17;kpxbtscje;334.355.160-00;
320;15963-906;M;10;pjpwlkpya;745.499.631-81;
374;16432-612;F;95;umswujhbz;664.925.782-99;
337;16652-012;M;88;ityrqcezb;539.568.961-71;
308;16700-120;M;77;qpmummvbe;799.270.720-99;
396;18190-999;F;40;nomyiomka;757.167.024-00;
378;18544-421;F;38;opgipaobb;057.810.735-55;
395;20716-452;F;22;zxejwprha;787.436.770-90;
323;21330-464;M;9;dnowwiogt;824.773.694-65;
303;21542-322;M;89;lldfdrvvt;326.105.848-60;
381;23881-052;M;74;axeyizlgr;811.590.493-73;
375;26554-130;F;50;uuwcemctn;793.307.067-44;
385;26976-923;M;43;pmgahgukk;361.665.491-25;
339;29112-611;M;31;nlnhhelnn;103.559.916-47;
392;29528-498;M;43;hcgqdffij;914.952.047-32;
340;33640-597;F;96;uvcpkcyxj;117.870.638-11;
369;34922-047;M;18;ggdmtzxsb;215.040.732-67;
389;35274-006;F;99;oksyvtgll;124.153.661-58;
321;35436-292;F;86;mivfghfxu;777.003.994-41;
372;38601-059;F;69;zafdnpvsc;388.715.356-33;
363;39365-598;F;85;qebaeoysx;817.587.167-72;
316;41148-582;M;90;qdbgqaeyn;287.145.323-06;
315;41828-748;M;47;nynyvrcra;564.563.987-41;
347;44477-530;F;10;ozoywgthg;142.197.509-52;
313;49082-026;F;17;bnfvsoerx;741.462.091-75;
325;49910-974;F;43;auhzpjokx;916.685.242-94;
398;49927-875;F;10;awvujtjto;141.578.374-74;
319;51545-453;F;91;fqzljmmrs;463.369.349-21;
358;51957-024;M;7;ikskljanj;717.579.768-64;
336;51959-131;M;77;btrhiwspr;804.808.354-16;
350;52808-421;F;60;hrpvzeocx;942.950.407-89;
332;53750-699;F;67;cwsppavso;851.283.723-92;
364;54346-737;M;74;poehlcrpf;074.006.175-77;
349;56932-125;F;17;opmnllhie;545.206.194-15;
355;59610-921;F;73;hduahktrm;378.737.736-46;
341;61468-742;M;83;thkdohsju;934.423.974-23;
380;61618-220;F;94;zpmpmxzpf;681.902.872-40;
301;61861-281;M;41;kvwgxuwuo;680.980.144-00;
382;62072-221;M;17;kseqgvaax;561.107.391-01;
322;62095-589;M;80;etgzxmwsm;408.376.923-33;
397;63170-099;F;74;ypudmgihm;171.893.453-21;
384;63967-653;F;20;zmfkfljpz;930.289.099-17;
309;64856-917;M;35;wbtcbtwec;891.575.841-23;
310;66217-583;F;13;wqaojnlae;517.330.914-04;
357;67186-925;M;94;dxvddedhe;950.190.914-47;
314;67218-499;F;94;yatyharjr;712.908.937-92;
353;68191-864;F;89;rybfbdxik;243.344.871-00;
343;69256-873;M;31;qoocwftcp;585.466.895-19;
342;69344-441;M;58;vgmlmqprm;884.711.173-73;
327;69375-673;M;16;bocrcjiaq;606.680.704-21;
354;69752-279;M;48;kdtiakqzw;912.639.290-89;
300;70542-053;M;66;bjxouweeg;072.605.466-76;
394;71560-497;F;73;rngsxwjvj;158.979.403-26;
383;71678-104;M;1;qunqutozd;417.207.715-20;
302;72130-401;M;78;krxfriflp;062.971.459-02;
345;73181-323;F;32;vbzqxpdkk;684.685.994-73;
324;73274-402;M;66;emhyujdty;495.704.140-98;
371;74190-663;M;51;skasrbaky;638.887.780-49;
306;75988-868;F;40;opgoolqgv;885.387.462-00;
391;76338-824;M;27;iopbftdcy;338.784.206-32;
367;77196-134;M;63;fkftypskn;015.852.867-56;
330;77796-012;F;82;xjacfjvxl;096.819.332-24;
377;78144-764;M;79;yfswmcjuq;585.470.884-48;
362;78388-043;M;8;npoxtwliv;149.714.112-49;
333;79635-441;M;11;hspocoqvw;809.158.874-51;
305;80488-977;F;6;ilgzfatsa;284.923.897-65;
334;81289-260;F;94;pveomophu;664.315.149-13;
351;82184-824;F;18;sqwemlutd;280.057.272-48;
368;82483-951;F;91;zpujpmunp;670.163.716-18;
331;85351-075;F;95;rpimarcex;592.433.689-93;
399;86322-096;F;96;mvzehhgjt;049.527.157-66;
387;87278-086;M;32;wvyhlmmwb;538.878.176-12;
338;87658-628;M;51;qlarghqie;490.289.916-41;
393;90062-666;M;51;nkbwkbizo;200.229.389-70;
329;91052-453;M;88;rocqljajl;953.479.804-49;
373;91440-047;M;28;ucwvxkase;150.433.492-05;
360;93610-796;F;58;duranqpwt;025.435.188-65;
365;94638-733;F;67;kmsqbbcha;255.741.425-98;
376;95502-833;M;8;uolxaqmpx;469.361.561-86;
348;95833-100;M;74;edxevzaqo;431.169.225-99;
311;96865-511;M;66;coztzuhmr;081.813.099-55;
386;97204-827;M;54;bcdqmmkkh;675.513.288-38;
359;98324-416;F;39;vpobgxgxt;030.106.417-53;
307;98998-701;M;26;rmodbngtd;211.826.416-00;
356;99307-308;M;4;fwgvcbawx;071.076.851-76;
